year,stateTerritory,ibraRegion,forest2018Status,forest2013Status,capadStatus,speciesName,occurrenceCount
1996,Victoria,Victorian Midlands,forest,forest,not protected,Felis catus,1
1996,Victoria,Victorian Midlands,non-forest,forest,not protected,Felis catus,1
1996,Victoria,Victorian Midlands,non-forest,non-forest,not protected,Felis catus,3
1996,New South Wales,Simpson Strzelecki Dunefields,non-forest,non-forest,not protected,Felis catus,1
1996,Queensland,Mitchell Grass Downs,non-forest,non-forest,not protected,Felis catus,4
1996,Queensland,South Eastern Queensland,non-forest,non-forest,not protected,Felis catus,1
1996,South Australia,Broken Hill Complex,non-forest,non-forest,PA,Felis catus,1
1996,South Australia,Flinders Lofty Block,non-forest,non-forest,not protected,Felis catus,1
1996,South Australia,Kanmantoo,non-forest,non-forest,not protected,Felis catus,3
1996,South Australia,Murray Darling Depression,forest,non-forest,PA,Felis catus,1
1996,South Australia,Simpson Strzelecki Dunefields,non-forest,non-forest,not protected,Felis catus,1
1996,Tasmania,King,non-forest,non-forest,not protected,Felis catus,1
1997,New South Wales,Australian Alps,non-forest,forest,PA,Felis catus,1
1997,New South Wales,Brigalow Belt South,forest,non-forest,not protected,Felis catus,1
1997,New South Wales,Brigalow Belt South,non-forest,forest,not protected,Felis catus,1
1997,New South Wales,Brigalow Belt South,non-forest,non-forest,not protected,Felis catus,2
1997,New South Wales,Cobar Peneplain,forest,forest,PA,Felis catus,1
1997,New South Wales,Cobar Peneplain,forest,forest,not protected,Felis catus,2
1997,New South Wales,Cobar Peneplain,non-forest,non-forest,PA,Felis catus,1
1997,New South Wales,Cobar Peneplain,non-forest,non-forest,not protected,Felis catus,2
1997,New South Wales,Darling Riverine Plains,non-forest,non-forest,not protected,Felis catus,2
1997,New South Wales,NSW North Coast,forest,forest,PA,Felis catus,2
1997,New South Wales,NSW North Coast,forest,forest,not protected,Felis catus,9
1997,New South Wales,NSW North Coast,non-forest,forest,not protected,Felis catus,1
1997,New South Wales,NSW North Coast,non-forest,non-forest,not protected,Felis catus,3
1997,New South Wales,NSW South Western Slopes,forest,forest,not protected,Felis catus,1
1997,New South Wales,NSW South Western Slopes,non-forest,non-forest,not protected,Felis catus,5
1997,New South Wales,Nandewar,forest,forest,not protected,Felis catus,1
1997,New South Wales,Nandewar,forest,non-forest,not protected,Felis catus,1
1997,New South Wales,New England Tablelands,forest,forest,PA,Felis catus,2
1997,New South Wales,New England Tablelands,forest,forest,not protected,Felis catus,2
1997,New South Wales,Riverina,non-forest,non-forest,not protected,Felis catus,1
1997,New South Wales,South East Corner,forest,forest,PA,Felis catus,1
1997,New South Wales,South Eastern Highlands,forest,forest,PA,Felis catus,2
1997,New South Wales,South Eastern Highlands,forest,forest,not protected,Felis catus,1
1997,New South Wales,South Eastern Queensland,forest,forest,PA,Felis catus,7
1997,New South Wales,South Eastern Queensland,forest,forest,not protected,Felis catus,3
1997,New South Wales,South Eastern Queensland,forest,non-forest,PA,Felis catus,2
1997,New South Wales,South Eastern Queensland,non-forest,non-forest,PA,Felis catus,2
1997,New South Wales,South Eastern Queensland,non-forest,non-forest,not protected,Felis catus,2
1997,New South Wales,Sydney Basin,forest,forest,PA,Felis catus,24
1997,New South Wales,Sydney Basin,forest,forest,not protected,Felis catus,14
1997,New South Wales,Sydney Basin,forest,non-forest,not protected,Felis catus,1
1997,New South Wales,Sydney Basin,non-forest,forest,not protected,Felis catus,1
1997,New South Wales,Sydney Basin,non-forest,non-forest,not protected,Felis catus,6
1997,Northern Territory,Arnhem Plateau,non-forest,forest,IPA,Felis catus,1
1997,Northern Territory,Darwin Coastal,forest,forest,not protected,Felis catus,1
1997,Northern Territory,Great Sandy Desert,non-forest,non-forest,IPA,Felis catus,28
1997,Northern Territory,Great Sandy Desert,non-forest,non-forest,not protected,Felis catus,3
1997,Northern Territory,MacDonnell Ranges,non-forest,non-forest,PA,Felis catus,1
1997,Northern Territory,MacDonnell Ranges,non-forest,non-forest,not protected,Felis catus,2
1997,Northern Territory,Ord Victoria Plain,non-forest,non-forest,not protected,Felis catus,1
1997,Northern Territory,Sturt Plateau,non-forest,non-forest,not protected,Felis catus,1
1997,Northern Territory,Tanami,non-forest,non-forest,IPA,Felis catus,50
1997,Northern Territory,Tanami,non-forest,non-forest,not protected,Felis catus,23
1997,Northern Territory,Victoria Bonaparte,forest,non-forest,not protected,Felis catus,2
1997,Northern Territory,Victoria Bonaparte,non-forest,non-forest,not protected,Felis catus,1
1997,Queensland,Brigalow Belt North,forest,forest,PA,Felis catus,2
1997,Queensland,Brigalow Belt North,forest,forest,not protected,Felis catus,1
1997,Queensland,Brigalow Belt North,forest,non-forest,not protected,Felis catus,1
1997,Queensland,Brigalow Belt South,forest,forest,not protected,Felis catus,1
1997,Queensland,Brigalow Belt South,forest,non-forest,not protected,Felis catus,1
1997,Queensland,South Eastern Queensland,forest,forest,PA,Felis catus,12
1997,Queensland,South Eastern Queensland,forest,forest,not protected,Felis catus,6
1997,Queensland,South Eastern Queensland,forest,non-forest,PA,Felis catus,2
1997,Queensland,South Eastern Queensland,non-forest,forest,not protected,Felis catus,4
1997,Queensland,South Eastern Queensland,non-forest,non-forest,not protected,Felis catus,1
1997,South Australia,Central Ranges,non-forest,non-forest,not protected,Felis catus,8
1997,South Australia,Finke,non-forest,non-forest,not protected,Felis catus,5
1997,South Australia,Flinders Lofty Block,non-forest,non-forest,not protected,Felis catus,3
1997,South Australia,Naracoorte Coastal Plain,forest,forest,PA,Felis catus,3
1997,South Australia,Naracoorte Coastal Plain,forest,non-forest,PA,Felis catus,3
1997,South Australia,Naracoorte Coastal Plain,forest,non-forest,not protected,Felis catus,1
1997,South Australia,Naracoorte Coastal Plain,non-forest,non-forest,PA,Felis catus,6
1997,South Australia,Naracoorte Coastal Plain,non-forest,non-forest,not protected,Felis catus,10
1997,Victoria,Australian Alps,forest,forest,PA,Felis catus,1
1997,Victoria,NSW South Western Slopes,non-forest,non-forest,not protected,Felis catus,3
1997,Victoria,South East Coastal Plain,forest,non-forest,PA,Felis catus,4
1997,Victoria,South East Coastal Plain,non-forest,non-forest,not protected,Felis catus,1
1997,Victoria,South Eastern Highlands,forest,forest,PA,Felis catus,2
1997,Victoria,South Eastern Highlands,forest,forest,not protected,Felis catus,1
1997,Victoria,Southern Volcanic Plain,non-forest,non-forest,not protected,Felis catus,1
1997,Victoria,Victorian Midlands,non-forest,non-forest,not protected,Felis catus,1
1997,Queensland,Brigalow Belt North,non-forest,non-forest,not protected,Felis catus,1
1997,Queensland,Brigalow Belt South,forest,forest,not protected,Felis catus,1
1997,Queensland,Brigalow Belt South,non-forest,non-forest,not protected,Felis catus,1
1997,Queensland,South Eastern Queensland,forest,forest,PA,Felis catus,1
1997,Queensland,South Eastern Queensland,forest,forest,not protected,Felis catus,1
1997,Queensland,South Eastern Queensland,non-forest,non-forest,not protected,Felis catus,1
1997,Victoria,Australian Alps,forest,forest,not protected,Felis catus,2
1997,Victoria,NSW South Western Slopes,forest,forest,not protected,Felis catus,2
1997,Victoria,South East Corner,forest,forest,PA,Felis catus,1
1997,Victoria,South East Corner,forest,forest,not protected,Felis catus,1
1997,Victoria,South Eastern Highlands,forest,forest,PA,Felis catus,2
1997,Victoria,South Eastern Highlands,forest,forest,not protected,Felis catus,5
1997,Victoria,South Eastern Highlands,non-forest,forest,not protected,Felis catus,1
1997,Victoria,Southern Volcanic Plain,non-forest,forest,not protected,Felis catus,1
1997,Victoria,Southern Volcanic Plain,non-forest,non-forest,not protected,Felis catus,2
1997,South Australia,Finke,non-forest,non-forest,not protected,Felis catus,1
1997,South Australia,Flinders Lofty Block,forest,forest,not protected,Felis catus,2
1997,South Australia,Flinders Lofty Block,forest,non-forest,PA,Felis catus,1
1997,South Australia,Flinders Lofty Block,non-forest,non-forest,PA,Felis catus,4
1997,South Australia,Flinders Lofty Block,non-forest,non-forest,not protected,Felis catus,1
1997,South Australia,Simpson Strzelecki Dunefields,non-forest,non-forest,PA,Felis catus,2
1998,Australian Capital Territory,South Eastern Highlands,non-forest,forest,PA,Felis catus,1
1998,New South Wales,Brigalow Belt South,forest,forest,PA,Felis catus,1
1998,New South Wales,Brigalow Belt South,non-forest,forest,PA,Felis catus,1
1998,New South Wales,Darling Riverine Plains,non-forest,non-forest,not protected,Felis catus,1
1998,New South Wales,Mulga Lands,non-forest,forest,PA,Felis catus,1
1998,New South Wales,Mulga Lands,non-forest,non-forest,PA,Felis catus,1
1998,New South Wales,Mulga Lands,non-forest,non-forest,not protected,Felis catus,1
1998,New South Wales,NSW North Coast,forest,forest,PA,Felis catus,1
1998,New South Wales,NSW South Western Slopes,forest,forest,PA,Felis catus,1
1998,New South Wales,NSW South Western Slopes,non-forest,forest,not protected,Felis catus,1
1998,New South Wales,NSW South Western Slopes,non-forest,non-forest,not protected,Felis catus,2
1998,New South Wales,New England Tablelands,forest,forest,PA,Felis catus,1
1998,New South Wales,New England Tablelands,forest,forest,not protected,Felis catus,1
1998,New South Wales,Riverina,non-forest,non-forest,not protected,Felis catus,1
1998,New South Wales,South East Corner,forest,forest,not protected,Felis catus,4
1998,New South Wales,South East Corner,forest,non-forest,PA,Felis catus,1
1998,New South Wales,South Eastern Highlands,forest,forest,PA,Felis catus,8
1998,New South Wales,South Eastern Highlands,forest,forest,not protected,Felis catus,1
1998,New South Wales,South Eastern Highlands,non-forest,non-forest,not protected,Felis catus,2
1998,New South Wales,South Eastern Queensland,forest,forest,not protected,Felis catus,1
1998,New South Wales,South Eastern Queensland,non-forest,non-forest,not protected,Felis catus,1
1998,New South Wales,Sydney Basin,forest,forest,PA,Felis catus,3
1998,New South Wales,Sydney Basin,forest,forest,not protected,Felis catus,5
1998,New South Wales,Sydney Basin,forest,non-forest,not protected,Felis catus,2
1998,New South Wales,Sydney Basin,non-forest,non-forest,PA,Felis catus,1
1998,New South Wales,Sydney Basin,non-forest,non-forest,not protected,Felis catus,8
1998,Northern Territory,Arnhem Coast,forest,forest,not protected,Felis catus,1
1998,Northern Territory,Arnhem Coast,forest,non-forest,not protected,Felis catus,1
1998,Northern Territory,Arnhem Coast,non-forest,forest,IPA,Felis catus,2
1998,Northern Territory,Davenport Murchison Ranges,non-forest,non-forest,not protected,Felis catus,4
1998,Northern Territory,Finke,non-forest,non-forest,IPA,Felis catus,1
1998,Northern Territory,Finke,non-forest,non-forest,not protected,Felis catus,1
1998,Northern Territory,MacDonnell Ranges,non-forest,non-forest,PA,Felis catus,4
1998,Northern Territory,Mitchell Grass Downs,non-forest,non-forest,not protected,Felis catus,1
1998,Northern Territory,Pine Creek,forest,non-forest,PA,Felis catus,1
1998,Northern Territory,Pine Creek,forest,non-forest,not protected,Felis catus,1
1998,Northern Territory,Sturt Plateau,non-forest,non-forest,not protected,Felis catus,8
1998,Northern Territory,Tanami,non-forest,non-forest,IPA,Felis catus,3
1998,Northern Territory,Tanami,non-forest,non-forest,not protected,Felis catus,11
1998,Northern Territory,Victoria Bonaparte,forest,forest,not protected,Felis catus,1
1998,Northern Territory,Victoria Bonaparte,forest,non-forest,PA,Felis catus,1
1998,Northern Territory,Victoria Bonaparte,forest,non-forest,not protected,Felis catus,3
1998,Northern Territory,Victoria Bonaparte,non-forest,non-forest,PA,Felis catus,3
1998,Northern Territory,Victoria Bonaparte,non-forest,non-forest,not protected,Felis catus,5
1998,Queensland,Brigalow Belt North,forest,forest,PA,Felis catus,3
1998,Queensland,Brigalow Belt North,forest,forest,not protected,Felis catus,1
1998,Queensland,Brigalow Belt North,non-forest,forest,PA,Felis catus,2
1998,Queensland,Brigalow Belt North,non-forest,non-forest,PA,Felis catus,1
1998,Queensland,Brigalow Belt North,non-forest,non-forest,not protected,Felis catus,1
1998,Queensland,Brigalow Belt South,forest,forest,not protected,Felis catus,1
1998,Queensland,Brigalow Belt South,non-forest,non-forest,not protected,Felis catus,1
1998,Queensland,Desert Uplands,non-forest,non-forest,not protected,Felis catus,2
1998,Queensland,South Eastern Queensland,forest,forest,PA,Felis catus,1
1998,Queensland,South Eastern Queensland,forest,forest,not protected,Felis catus,1
1998,Queensland,South Eastern Queensland,forest,non-forest,not protected,Felis catus,1
1998,Queensland,South Eastern Queensland,non-forest,non-forest,not protected,Felis catus,1
1998,South Australia,Central Ranges,non-forest,non-forest,not protected,Felis catus,2
1998,South Australia,Finke,non-forest,non-forest,not protected,Felis catus,8
1998,South Australia,Flinders Lofty Block,non-forest,non-forest,not protected,Felis catus,3
1998,South Australia,Kanmantoo,forest,non-forest,not protected,Felis catus,1
1998,South Australia,Naracoorte Coastal Plain,non-forest,non-forest,not protected,Felis catus,2
1998,South Australia,Simpson Strzelecki Dunefields,non-forest,non-forest,PA,Felis catus,19
1998,New South Wales,South Eastern Queensland,forest,forest,PA,Felis catus,1
1998,Victoria,South East Coastal Plain,non-forest,non-forest,PA,Felis catus,1
1998,Victoria,South East Coastal Plain,non-forest,non-forest,not protected,Felis catus,2
1998,Victoria,Southern Volcanic Plain,forest,forest,not protected,Felis catus,1
1998,Australian Capital Territory,South Eastern Highlands,non-forest,forest,PA,Felis catus,1
1998,Queensland,Brigalow Belt North,non-forest,non-forest,PA,Felis catus,1
1998,Queensland,Brigalow Belt South,forest,forest,PA,Felis catus,1
1998,Queensland,Brigalow Belt South,forest,forest,not protected,Felis catus,2
1998,Queensland,Brigalow Belt South,forest,non-forest,not protected,Felis catus,1
1998,Queensland,Brigalow Belt South,non-forest,non-forest,not protected,Felis catus,2
1998,Queensland,Einasleigh Uplands,non-forest,non-forest,not protected,Felis catus,1
1998,Queensland,South Eastern Queensland,forest,forest,PA,Felis catus,2
1998,Victoria,Australian Alps,forest,forest,not protected,Felis catus,1
1998,Victoria,Murray Darling Depression,forest,non-forest,PA,Felis catus,1
1998,Victoria,Murray Darling Depression,non-forest,non-forest,not protected,Felis catus,2
1998,Victoria,NSW South Western Slopes,non-forest,non-forest,PA,Felis catus,1
1998,Victoria,South East Coastal Plain,non-forest,non-forest,PA,Felis catus,1
